Year,Years_of_Schooling,Literacy_Rate_15_24,Primary_Completion_Rate,Lower_Secondary_Completion,Upper_Secondary_Completion
2020,84.0,,52.0,46.0,50.0
2020,104.0,,47.0,44.0,67.0
2020,,,,34.0,
2020,89.0,,53.0,72.0,62.0
2020,274.0,,163.0,225.0,177.0
2020,82.0,,48.0,66.0,46.0
2020,46.0,,34.0,,
2020,73.0,,46.0,48.0,40.0
2020,107.0,,53.0,62.0,65.0
2020,85.0,,34.0,56.0,52.0
2020,69.0,,48.0,63.0,43.0
2020,95.0,,51.0,74.0,64.0
2020,78.0,,35.0,42.0,50.0
2020,122.0,,47.0,74.0,72.0
2020,4283.0,,2472.0,3448.0,2593.0
2020,83.0,,49.0,74.0,47.0
2020,4321.0,,2330.0,3172.0,2650.0
2020,77.0,,67.0,83.0,51.0
2020,106.0,,56.0,94.0,69.0
2020,131.0,,88.0,121.0,83.0
2020,238.0,,137.0,201.0,153.0
2020,169.0,,98.0,143.0,105.0
2020,119.0,,63.0,94.0,73.0
2020,220.0,,117.0,187.0,134.0
2020,373.0,,203.0,270.0,233.0
2020,140.0,,37.0,43.0,62.0
2020,86.0,,39.0,57.0,49.0
2020,79.0,,37.0,59.0,59.0
2020,113.0,,70.0,86.0,69.0
2020,980.0,,455.0,681.0,591.0
2020,150.0,,84.0,119.0,92.0
2020,115.0,,68.0,66.0,86.0
2020,178.0,,85.0,119.0,113.0
2020,177.0,,117.0,135.0,107.0
2020,237.0,,174.0,194.0,146.0
2020,87.0,,36.0,60.0,59.0
2020,4231.0,,2637.0,3523.0,2567.0
2020,2020.0,,1015.0,1501.0,1254.0
2020,47.0,,,44.0,
2020,1145.0,,524.0,729.0,687.0
2020,82.0,,41.0,69.0,45.0
2020,550.0,,237.0,353.0,318.0
2020,126.0,,77.0,81.0,81.0
2020,44.0,,32.0,40.0,33.0
2020,8604.0,,4802.0,6620.0,5243.0
2020,72.0,,33.0,55.0,40.0
2020,90.0,,60.0,60.0,44.0
2020,101.0,,57.0,77.0,52.0
2020,184.0,,97.0,184.0,108.0
2020,31.0,,,,
2020,116.0,,70.0,96.0,69.0
2020,177.0,,95.0,108.0,101.0
2020,173.0,,100.0,114.0,107.0
2020,51.0,,47.0,75.0,30.0
2020,163.0,,121.0,147.0,111.0
2020,547.0,,335.0,448.0,340.0
2020,177.0,,93.0,130.0,101.0
2020,89.0,,66.0,63.0,54.0
2020,139.0,,83.0,112.0,80.0
2020,50.0,,41.0,51.0,32.0
2020,207.0,,109.0,146.0,125.0
2020,157.0,,70.0,107.0,93.0
2020,146.0,,87.0,127.0,89.0
2020,185.0,,106.0,157.0,123.0
2020,151.0,,74.0,85.0,96.0
2020,238.0,,100.0,152.0,148.0
2020,327.0,,168.0,229.0,177.0
2020,172.0,,77.0,110.0,112.0
2020,135.0,,74.0,130.0,76.0
2020,62.0,,51.0,71.0,37.0
2020,132.0,,84.0,95.0,74.0
2020,132.0,,82.0,99.0,75.0
2020,91.0,,82.0,93.0,60.0
2020,119.0,,67.0,85.0,71.0
2020,137.0,,88.0,131.0,95.0
2020,118.0,,68.0,98.0,66.0
2020,193.0,,102.0,159.0,125.0
2020,163.0,,83.0,124.0,101.0
2020,102.0,,62.0,84.0,56.0
2020,98.0,,60.0,87.0,70.0
2020,37.0,,,,
2020,121.0,,73.0,104.0,78.0
2020,54.0,,,53.0,33.0
2020,54.0,,33.0,34.0,33.0
2020,33.0,,,,
2020,31.0,,,,
2020,43.0,,,,30.0
2020,106.0,,47.0,73.0,64.0
2020,64.0,,37.0,52.0,41.0
2020,30.0,,,,
2020,31.0,,,,
2020,31.0,,,,
2020,43.0,,,,32.0
2020,127.0,,57.0,79.0,86.0
2020,63.0,,35.0,47.0,31.0
2020,31.0,,,,
2020,66.0,,45.0,55.0,38.0
2020,36.0,,,,
2020,33.0,,,31.0,
2020,40.0,,,34.0,
2020,98.0,,68.0,74.0,62.0
2020,30.0,,,,
2020,60.0,,41.0,54.0,38.0
2020,51.0,,,44.0,
2020,91.0,,43.0,78.0,55.0
2020,,,,30.0,
2020,37.0,,,,
2020,68.0,,34.0,40.0,38.0
2020,42.0,,,36.0,32.0
2020,34.0,,,,
2020,36.0,,,,
2020,,,,37.0,
2020,32.0,,,,
2020,32.0,,,36.0,
2020,1923.0,,917.0,1374.0,1198.0
2020,55.0,,,30.0,35.0
2020,40.0,,,42.0,
2020,42.0,,,38.0,30.0
2020,36.0,,,,
2020,59.0,,31.0,46.0,33.0
2020,66.0,,34.0,37.0,32.0
2020,56.0,,,43.0,36.0
2020,34.0,,,,
2020,33.0,,,,
2020,30.0,,,,
2020,57.0,,,47.0,43.0
2020,39.0,,,,
2020,32.0,,,,
2020,64.0,,,41.0,33.0
2020,34.0,,,,
2020,32.0,,,40.0,
2020,33.0,,,,
2020,51.0,,,46.0,
2020,91.0,,50.0,80.0,54.0
2020,43.0,,,,
2020,181.0,,87.0,142.0,111.0
2020,45.0,,,43.0,
2020,38.0,,,30.0,
2020,31.0,,,,
2020,40.0,,,34.0,
2020,1226.0,,773.0,1130.0,749.0
2020,1546.0,,995.0,1253.0,943.0
2020,1887.0,,990.0,1378.0,1133.0
2020,2022.0,,1127.0,1485.0,1220.0
2020,30.0,,,,
2020,64.0,,39.0,61.0,39.0
2020,109.0,,36.0,71.0,64.0
2020,31.0,,,,
2020,,,,41.0,
2020,74.0,,68.0,75.0,49.0
2020,273.0,,172.0,223.0,163.0
2020,95.0,,45.0,64.0,55.0
2020,43.0,,32.0,36.0,
2020,66.0,,37.0,64.0,40.0
2020,34.0,,,,
2020,100.0,,56.0,84.0,60.0
2020,72.0,,36.0,51.0,41.0
2020,77.0,,39.0,64.0,46.0
2020,90.0,,55.0,83.0,59.0
2020,73.0,,39.0,43.0,46.0
2020,116.0,,53.0,78.0,76.0
2020,69.0,,53.0,70.0,40.0
2020,143.0,,72.0,118.0,74.0
2020,75.0,,43.0,65.0,39.0
2020,32.0,,,36.0,
2020,77.0,,44.0,56.0,48.0
2020,79.0,,47.0,52.0,45.0
2020,46.0,,52.0,50.0,34.0
2020,63.0,,37.0,47.0,36.0
2020,67.0,,46.0,68.0,46.0
2020,64.0,,36.0,48.0,36.0
2020,80.0,,43.0,72.0,43.0
2020,49.0,,36.0,36.0,
2020,87.0,,47.0,89.0,47.0
2020,44.0,,31.0,42.0,
2020,57.0,,37.0,33.0,43.0
2020,77.0,,38.0,51.0,45.0
2020,93.0,,43.0,62.0,51.0
2020,56.0,,33.0,48.0,33.0
2020,43.0,,35.0,53.0,30.0
2020,39.0,,,,
2020,36.0,,,,
2020,106.0,,35.0,61.0,54.0
2020,72.0,,38.0,55.0,45.0
2020,34.0,,,,
2020,43.0,,,,
2020,39.0,,,,
2020,50.0,,,38.0,30.0
2020,119.0,,46.0,86.0,74.0
2020,34.0,,,,
2020,76.0,,51.0,71.0,49.0
2020,30.0,,,,
2020,37.0,,,,
2020,35.0,,,,
2020,33.0,,,,
2020,41.0,,,,
2020,40.0,,32.0,36.0,
2020,90.0,,44.0,64.0,56.0
2020,629.0,,409.0,608.0,369.0
2020,793.0,,526.0,690.0,484.0
2020,1014.0,,520.0,721.0,610.0
2020,956.0,,570.0,751.0,578.0
2020,891.0,,447.0,678.0,552.0
2020,597.0,,364.0,522.0,380.0
2020,753.0,,469.0,563.0,459.0
2020,873.0,,470.0,657.0,523.0
2020,1066.0,,557.0,734.0,642.0
2020,1032.0,,470.0,696.0,646.0
2020,42.0,,31.0,46.0,31.0
2020,62.0,,,33.0,38.0
2020,395.0,,297.0,442.0,231.0
